relation_id,relation_type,source_id,target_id,rationale,origin,confidence,validity_state
DREL-06107F47CCA66C09,traces_to,NRM-JP-DENAN-INSPECT-01,PRV-JP-DENAN-08-2,NormativeStatement.provision_refs,external_candidate,medium,active
DREL-95FAAD5C8D4D5C41,traces_to,NRM-JP-DENAN-INSPECT-01,PRV-JP-DENAN-REG-11-3,NormativeStatement.provision_refs,external_candidate,medium,active
DREL-CD0437DF7E1AC9C9,traces_to,NRM-JP-DENAN-TECH-01,PRV-JP-DENAN-08-1,NormativeStatement.provision_refs,external_candidate,medium,active
DREL-8DCA643A3D2B67DE,traces_to,OBL-FL-CSPSA-01,APP-FL-CSPSA-01,Obligation.applicability_refs,ai_context_inference,low,active
DREL-474D161A4A982CA5,traces_to,OBL-FL-DENAN-01,APP-FL-DENAN-01,Obligation.applicability_refs,ai_context_inference,low,active
DREL-CAEDD89A2A2C9C5E,traces_to,OBL-FL-DENAN-02,APP-FL-DENAN-01,Obligation.applicability_refs,ai_context_inference,low,active
DREL-A372407D9213545A,traces_to,PRV-JP-CSPSA-35-1,SRC-JP-CSPSA-LAW,Provision.source_ref,ai_context_inference,medium,active
DREL-3F4DC803BAAAB60A,traces_to,PRV-JP-CSPSA-ORDER-03-1,SRC-JP-CSPSA-ORDER,Provision.source_ref,ai_context_inference,medium,active
DREL-02C85F47041BC4A1,traces_to,PRV-JP-DENAN-08-1,SRC-JP-DENAN-LAW,Provision.source_ref,ai_context_inference,medium,active
DREL-4A409BE402675E91,traces_to,PRV-JP-DENAN-08-2,SRC-JP-DENAN-LAW,Provision.source_ref,ai_context_inference,medium,active
DREL-843E31D25DAC2B2E,traces_to,PRV-JP-DENAN-REG-11-3,SRC-JP-DENAN-REG,Provision.source_ref,ai_context_inference,medium,active
DREL-D4F97BBDFD1BE224,traces_to,SRC-JP-CSPSA,AUTH-JP-CAA,Source.authority_refs,ai_context_inference,medium,active
DREL-9A9DD08D7A339503,traces_to,SRC-JP-CSPSA-LAW,AUTH-JP-CAA,Source.authority_refs,ai_context_inference,medium,active
DREL-276EA9267F136E19,traces_to,SRC-JP-CSPSA-ORDER,AUTH-JP-CAA,Source.authority_refs,ai_context_inference,medium,active
DREL-88671E5895FFE8B3,traces_to,SRC-JP-DENAN,AUTH-JP-METI,Source.authority_refs,ai_context_inference,medium,active
DREL-D9F70F2828E3881C,traces_to,SRC-JP-DENAN-LAW,AUTH-JP-METI,Source.authority_refs,ai_context_inference,medium,active
DREL-0940C4A078A058D9,traces_to,SRC-JP-DENAN-REG,AUTH-JP-METI,Source.authority_refs,ai_context_inference,medium,active
DREL-B97514E7BE39BE54,validated_by,FLNEED-0001,VAL_FL-0001,Need.validation_case_refs,ai_context_inference,medium,active
DREL-3DA80B53CCED0636,validated_by,FLNEED-0002,VAL_FL-0002,Need.validation_case_refs,ai_context_inference,medium,active
DREL-7B5BA486BC091D03,validated_by,FLNEED-0004,VAL_FL-0003,Need.validation_case_refs,ai_context_inference,medium,active
DREL-1B5C772C7FAD8858,validates,VAL_FL-0001,FLNEED-0001,ValidationCase.target_need_refs,ai_context_inference,low,active
DREL-07F8D8ED21EDE575,validates,VAL_FL-0002,FLNEED-0002,ValidationCase.target_need_refs,ai_context_inference,low,active
DREL-520CCC69665F806D,validates,VAL_FL-0003,FLNEED-0004,ValidationCase.target_need_refs,ai_context_inference,low,active
DREL-6AA8343F5CE5E63A,verifies,FLV-0001,FLREQ-0001,VerificationCase.target_requirement_refs,ai_context_inference,medium,active
DREL-19E7AB806F3C7AED,verifies,FLV-0002,FLREQ-0002,VerificationCase.target_requirement_refs,ai_context_inference,low,active
DREL-F464DDB9EE02DF44,verifies,FLV-0004,FLREQ-0004,VerificationCase.target_requirement_refs,ai_context_inference,low,active
DREL-7919F81E3A6B7EEC,verifies,FLV-0006,FLREQ-0006,VerificationCase.target_requirement_refs,ai_context_inference,low,active
DREL-2504B639088F84F8,verifies,FLV-0008,FLREQ-0008,VerificationCase.target_requirement_refs,ai_context_inference,medium,active
