relation_id,relation_type,source_id,target_id,rationale,origin,confidence,validity_state
DREL-7EE7697621B489E1,derives_from,REQ_SF-0002,NEED_SF-0002,Requirement.source_need_refs,ai_context_inference,low,active
DREL-BAE12D2C3B119969,derives_from,REQ_SF-0003,NEED_SF-0003,Requirement.source_need_refs,ai_context_inference,low,active
DREL-48E444431042FA34,derives_from,REQ_SF-0004,NEED_SF-0004,Requirement.source_need_refs,ai_context_inference,medium,active
DREL-5DC52E3CDE425313,derives_from,REQ_SF-0005,NEED_SF-0004,Requirement.source_need_refs,ai_context_inference,medium,active
DREL-DF2980C5A751A67F,derives_from,REQ_SF-0006,NEED_SF-0002,Requirement.source_need_refs,ai_context_inference,medium,active
DREL-82072E6890138B63,derives_from,REQ_SF-0006,NEED_SF-0005,Requirement.source_need_refs,ai_context_inference,medium,active
DREL-062BB4B41E72383B,derives_from,REQ_SF-0007,NEED_SF-0002,Requirement.source_need_refs,external_candidate,low,active
DREL-DE38F82E0D1D15D0,elicits,STK_SF-0001,NEED_SF-0001,Need.stakeholder_refs,ai_context_inference,medium,active
DREL-C7B04EDF01AE540F,elicits,STK_SF-0001,NEED_SF-0003,Need.stakeholder_refs,ai_context_inference,medium,active
DREL-CE6B0663C82181D2,elicits,STK_SF-0001,NEED_SF-0004,Need.stakeholder_refs,ai_context_inference,medium,active
DREL-4665F3584A531826,elicits,STK_SF-0002,NEED_SF-0002,Need.stakeholder_refs,ai_context_inference,medium,active
DREL-12450F3CA1649BEB,elicits,STK_SF-0003,NEED_SF-0005,Need.stakeholder_refs,ai_context_inference,medium,active
DREL-C8494A70E756883F,performs,STR_SF-0001,BEH_SF-0001,Structure.behavior_refs,ai_context_inference,medium,active
DREL-75C77FE279FEB06C,performs,STR_SF-0001,BEH_SF-0002,Structure.behavior_refs,ai_context_inference,medium,active
DREL-EF0DF26C9238073F,performs,STR_SF-0001,BEH_SF-0003,Structure.behavior_refs,ai_context_inference,medium,active
DREL-76B5265F4181A233,performs,STR_SF-0001,BEH_SF-0004,Structure.behavior_refs,ai_context_inference,medium,active
DREL-8D667F6DC8DFCF0A,performs,STR_SF-0001,BEH_SF-0005,Structure.behavior_refs,ai_context_inference,medium,active
DREL-B3C8CAABF24BF5C9,performs,STR_SF-0001,BEH_SF-0006,Structure.behavior_refs,ai_context_inference,medium,active
DREL-532253965A1384C5,performs,STR_SF-0001,BEH_SF-0007,Structure.behavior_refs,ai_context_inference,medium,active
DREL-32BA25D05F528C77,realizes,BEH_SF-0001,REQ_SF-0001,Behavior.requirement_refs,ai_context_inference,medium,active
DREL-47752BFC7DFEF0AE,realizes,BEH_SF-0002,REQ_SF-0002,Behavior.requirement_refs,ai_context_inference,low,active
DREL-BDF90E24F8FCE85D,realizes,BEH_SF-0003,REQ_SF-0003,Behavior.requirement_refs,ai_context_inference,low,active
DREL-5D5FA6F237E0BB9E,realizes,BEH_SF-0004,REQ_SF-0004,Behavior.requirement_refs,ai_context_inference,medium,active
DREL-307F3AB491E0BC30,realizes,BEH_SF-0005,REQ_SF-0005,Behavior.requirement_refs,ai_context_inference,medium,active
DREL-60D85329F8E0AFA8,realizes,BEH_SF-0006,REQ_SF-0006,Behavior.requirement_refs,ai_context_inference,medium,active
DREL-4BDF45AA42FDF2C2,realizes,BEH_SF-0007,REQ_SF-0007,Behavior.requirement_refs,external_candidate,low,active
DREL-E01FE7B7F474A718,satisfies,STR_SF-0001,REQ_SF-0001,Structure.requirement_refs,ai_context_inference,medium,active
DREL-64B47FDDD3023442,satisfies,STR_SF-0001,REQ_SF-0002,Structure.requirement_refs,ai_context_inference,medium,active
DREL-D292E773CF28E9DE,satisfies,STR_SF-0001,REQ_SF-0003,Structure.requirement_refs,ai_context_inference,medium,active
DREL-909155CB06FACC92,satisfies,STR_SF-0001,REQ_SF-0004,Structure.requirement_refs,ai_context_inference,medium,active
DREL-2ADF31C03C1E7192,satisfies,STR_SF-0001,REQ_SF-0005,Structure.requirement_refs,ai_context_inference,medium,active
DREL-405AEC635D1B8C4D,satisfies,STR_SF-0001,REQ_SF-0006,Structure.requirement_refs,ai_context_inference,medium,active
DREL-55BCDB0B47F9C46E,satisfies,STR_SF-0001,REQ_SF-0007,Structure.requirement_refs,ai_context_inference,medium,active
DREL-D7009F7D8A674FEA,traces_to,APP-SF-001,NRM-SF-001,ApplicabilityAssessment.normative_statement_refs,ai_context_inference,low,active
DREL-2F48CD31BD706007,traces_to,APP-SF-002,NRM-SF-002,ApplicabilityAssessment.normative_statement_refs,ai_context_inference,low,active
DREL-1EA568496C7B14A1,traces_to,APP-SF-003,NRM-SF-003,ApplicabilityAssessment.normative_statement_refs,ai_context_inference,low,active
DREL-386585DD0E07D080,traces_to,APP-SF-003,NRM-SF-004,ApplicabilityAssessment.normative_statement_refs,ai_context_inference,low,active
DREL-008488C875CE1FCE,traces_to,APP-SF-003,NRM-SF-005,ApplicabilityAssessment.normative_statement_refs,ai_context_inference,low,active
DREL-E22AC3713E2486D1,traces_to,APP-SF-003,NRM-SF-006,ApplicabilityAssessment.normative_statement_refs,ai_context_inference,low,active
DREL-EA5FC5232FF6BF8C,traces_to,ASR-SF-001,AST-SF-001,AssessmentResult.assessment_activity_ref,ai_context_inference,medium,active
DREL-BA46B796F987F020,traces_to,ASR-SF-002,AST-SF-002,AssessmentResult.assessment_activity_ref,ai_context_inference,medium,active
DREL-818287F5A21EE21E,traces_to,AST-SF-001,EVR-SF-007,AssessmentActivity.planned_evidence_requirement_refs,ai_context_inference,low,active
DREL-90150FB48089FB2C,traces_to,AST-SF-001,EVR-SF-008,AssessmentActivity.planned_evidence_requirement_refs,ai_context_inference,low,active
DREL-94A7D63F56359652,traces_to,AST-SF-001,OBL-SF-001,AssessmentActivity.target_obligation_refs,ai_context_inference,low,active
DREL-737FD87D960B5645,traces_to,AST-SF-001,OBL-SF-002,AssessmentActivity.target_obligation_refs,ai_context_inference,low,active
DREL-01A59070D8BF5D02,traces_to,AST-SF-002,EVR-SF-009,AssessmentActivity.planned_evidence_requirement_refs,ai_context_inference,low,active
DREL-C14888F5127D7A96,traces_to,AST-SF-002,OBL-SF-003,AssessmentActivity.target_obligation_refs,ai_context_inference,low,active
DREL-35610DC007802546,traces_to,AST-SF-002,OBL-SF-004,AssessmentActivity.target_obligation_refs,ai_context_inference,low,active
DREL-E286BDB02C2613CA,traces_to,AST-SF-002,OBL-SF-005,AssessmentActivity.target_obligation_refs,ai_context_inference,low,active
DREL-70A74DE4DD32D62C,traces_to,AST-SF-002,OBL-SF-006,AssessmentActivity.target_obligation_refs,ai_context_inference,low,active
DREL-A6B2E29CF1B0B7BA,traces_to,EPR-SF-001,PROC-SF-PSE-TECH-CHECK,EngineeringProjection.target_refs,ai_context_inference,low,active
DREL-866102884F099C10,traces_to,EPR-SF-002,EVR-SF-008,EngineeringProjection.target_refs,ai_context_inference,low,active
DREL-7B715849B964D3D4,traces_to,EPR-SF-003,REQ_SF-0007,EngineeringProjection.target_refs,ai_context_inference,low,active
DREL-A7CC857DFF582E9D,traces_to,EPR-SF-004,EVR-SF-007,EngineeringProjection.target_refs,ai_context_inference,low,active
DREL-2858E8ACAB7B1E38,traces_to,EPR-SF-005,SUPREQ-SF-RADIO-CONFORMITY,EngineeringProjection.target_refs,ai_context_inference,low,active
DREL-7B7BD3088C21D2BD,traces_to,EPR-SF-006,PROC-SF-RADIO-ROUTE-CHECK,EngineeringProjection.target_refs,ai_context_inference,low,active
DREL-A38A75B841558E44,traces_to,EPR-SF-007,EVR-SF-009,EngineeringProjection.target_refs,ai_context_inference,low,active
DREL-249048249F28A085,traces_to,EVR-SF-001,REQ_SF-0001,EvidenceRequirement.target_refs,ai_context_inference,medium,active
DREL-C993BD769D46A550,traces_to,EVR-SF-002,REQ_SF-0002,EvidenceRequirement.target_refs,ai_context_inference,low,active
DREL-79086C713CF6E6B2,traces_to,EVR-SF-003,REQ_SF-0003,EvidenceRequirement.target_refs,ai_context_inference,low,active
DREL-233E0C415A9B5BDC,traces_to,EVR-SF-004,REQ_SF-0004,EvidenceRequirement.target_refs,ai_context_inference,medium,active
DREL-FE294B4B14A18BF1,traces_to,EVR-SF-005,REQ_SF-0005,EvidenceRequirement.target_refs,ai_context_inference,medium,active
DREL-6AB3B82CE1C36346,traces_to,EVR-SF-006,REQ_SF-0006,EvidenceRequirement.target_refs,ai_context_inference,medium,active
DREL-34269BFB998BE9D8,traces_to,EVR-SF-007,OBL-SF-002,EvidenceRequirement.target_refs,ai_context_inference,low,active
DREL-60613E9B0116D3DC,traces_to,EVR-SF-007,REQ_SF-0007,EvidenceRequirement.target_refs,ai_context_inference,low,active
DREL-DEB56A1C471E4CDC,traces_to,EVR-SF-008,OBL-SF-001,EvidenceRequirement.target_refs,ai_context_inference,low,active
DREL-285047C922F3DC0D,traces_to,EVR-SF-009,OBL-SF-003,EvidenceRequirement.target_refs,ai_context_inference,low,active
DREL-ABA8B07CEC4871FB,traces_to,EVR-SF-009,OBL-SF-004,EvidenceRequirement.target_refs,ai_context_inference,low,active
DREL-B9DC570B98D2F305,traces_to,EVR-SF-009,OBL-SF-005,EvidenceRequirement.target_refs,ai_context_inference,low,active
DREL-95ECD31C6F3A63CD,traces_to,EVR-SF-009,OBL-SF-006,EvidenceRequirement.target_refs,ai_context_inference,low,active
DREL-7E0557CD01638A85,traces_to,NRM-SF-001,PRV-SF-001,NormativeStatement.provision_refs,external_candidate,medium,active
DREL-8EF5E86CBB9842D1,traces_to,NRM-SF-002,PRV-SF-002,NormativeStatement.provision_refs,external_candidate,medium,active
DREL-2874FBA2C7C802D6,traces_to,NRM-SF-003,PRV-SF-003,NormativeStatement.provision_refs,external_candidate,low,active
DREL-608DD8A268F14F48,traces_to,NRM-SF-004,PRV-SF-004,NormativeStatement.provision_refs,external_candidate,low,active
DREL-053D24FE5B7CA0EC,traces_to,NRM-SF-005,PRV-SF-005,NormativeStatement.provision_refs,external_candidate,low,active
DREL-9369D32A54FF2A47,traces_to,NRM-SF-006,PRV-SF-006,NormativeStatement.provision_refs,external_candidate,low,active
DREL-241CDB923593D14A,traces_to,OBL-SF-001,APP-SF-001,Obligation.applicability_refs,ai_context_inference,low,active
DREL-D93EC61607928DCB,traces_to,OBL-SF-002,APP-SF-002,Obligation.applicability_refs,ai_context_inference,low,active
DREL-CF2357038A36C93D,traces_to,OBL-SF-003,APP-SF-003,Obligation.applicability_refs,ai_context_inference,low,active
DREL-C14C3E034A6AF136,traces_to,OBL-SF-004,APP-SF-003,Obligation.applicability_refs,ai_context_inference,low,active
DREL-DF300FF6E7E6E687,traces_to,OBL-SF-005,APP-SF-003,Obligation.applicability_refs,ai_context_inference,low,active
DREL-1B1FB18D443B39F9,traces_to,OBL-SF-006,APP-SF-003,Obligation.applicability_refs,ai_context_inference,low,active
DREL-3D54E15D7E493E25,traces_to,PRV-SF-001,SRC-SF-001,Provision.source_ref,ai_context_inference,medium,active
DREL-A18ECCAE2448AF7A,traces_to,PRV-SF-002,SRC-SF-002,Provision.source_ref,ai_context_inference,medium,active
DREL-08944CDAAA714590,traces_to,PRV-SF-003,SRC-SF-003,Provision.source_ref,ai_context_inference,medium,active
DREL-9F8EDFEA1E5F9A35,traces_to,PRV-SF-004,SRC-SF-003,Provision.source_ref,ai_context_inference,medium,active
DREL-EAA7F2A011087655,traces_to,PRV-SF-005,SRC-SF-003,Provision.source_ref,ai_context_inference,medium,active
DREL-66D90F3CB9A46ED0,traces_to,PRV-SF-006,SRC-SF-003,Provision.source_ref,ai_context_inference,medium,active
DREL-1FD996530EFDFDFD,traces_to,SRC-SF-001,AUTH-JP-LEG,Source.authority_refs,ai_context_inference,medium,active
DREL-10CF4280AA0A3549,traces_to,SRC-SF-002,AUTH-JP-METI,Source.authority_refs,ai_context_inference,medium,active
DREL-B37597EC649DBCF2,traces_to,SRC-SF-003,AUTH-JP-LEG,Source.authority_refs,ai_context_inference,medium,active
DREL-F68459C976947F62,validated_by,NEED_SF-0001,VAL_SF-0001,Need.validation_case_refs,ai_context_inference,medium,active
DREL-290207F62A47BFA5,validated_by,NEED_SF-0002,VAL_SF-0002,Need.validation_case_refs,ai_context_inference,medium,active
DREL-3F2BC41C8381E387,validated_by,NEED_SF-0003,VAL_SF-0003,Need.validation_case_refs,ai_context_inference,medium,active
DREL-BB0CB4EA49B06013,validated_by,NEED_SF-0004,VAL_SF-0004,Need.validation_case_refs,ai_context_inference,medium,active
DREL-5DB1C8643A6A1332,validated_by,NEED_SF-0005,VAL_SF-0005,Need.validation_case_refs,ai_context_inference,medium,active
DREL-21BFBCFBCBC6FE43,validates,VAL_SF-0001,NEED_SF-0001,ValidationCase.target_need_refs,ai_context_inference,low,active
DREL-3740BFC6A35F3081,validates,VAL_SF-0002,NEED_SF-0002,ValidationCase.target_need_refs,ai_context_inference,low,active
DREL-F3F232498C071E9A,validates,VAL_SF-0003,NEED_SF-0003,ValidationCase.target_need_refs,ai_context_inference,low,active
DREL-BCBCE896468FC36E,validates,VAL_SF-0004,NEED_SF-0004,ValidationCase.target_need_refs,ai_context_inference,low,active
DREL-42DDB8E0875838B3,validates,VAL_SF-0005,NEED_SF-0005,ValidationCase.target_need_refs,ai_context_inference,low,active
DREL-C98A99492F3A9578,verifies,VER_SF-0001,REQ_SF-0001,VerificationCase.target_requirement_refs,ai_context_inference,medium,active
DREL-B9BB396F672B75DB,verifies,VER_SF-0002,REQ_SF-0002,VerificationCase.target_requirement_refs,ai_context_inference,low,active
DREL-47A6D358757EBF34,verifies,VER_SF-0003,REQ_SF-0003,VerificationCase.target_requirement_refs,ai_context_inference,low,active
DREL-2052BD4520C5CB30,verifies,VER_SF-0004,REQ_SF-0004,VerificationCase.target_requirement_refs,ai_context_inference,medium,active
DREL-F3EFBD1A57F697D9,verifies,VER_SF-0005,REQ_SF-0005,VerificationCase.target_requirement_refs,ai_context_inference,medium,active
DREL-D1208EC323183B1F,verifies,VER_SF-0006,REQ_SF-0006,VerificationCase.target_requirement_refs,ai_context_inference,medium,active
DREL-AC6C7ED742231E6F,verifies,VER_SF-0007,REQ_SF-0007,VerificationCase.target_requirement_refs,external_candidate,low,active
