relation_id,relation_type,source_id,target_id,rationale,origin,confidence,validity_state
DREL-D3184E18CC33B87A,derives_from,MBREQ-0001,MBNEED-0001,Requirement.source_need_refs,ai_context_inference,medium,active
DREL-436B2F145655F1D4,derives_from,MBREQ-0002,MBNEED-0002,Requirement.source_need_refs,ai_context_inference,medium,active
DREL-1108B2CC6EA4D53D,derives_from,MBREQ-0003,MBNEED-0003,Requirement.source_need_refs,ai_context_inference,low,active
DREL-DD59136DF23BD40E,derives_from,MBREQ-0004,MBNEED-0003,Requirement.source_need_refs,ai_context_inference,low,active
DREL-B8DC1404E63AA86A,derives_from,MBREQ-0005,MBNEED-0003,Requirement.source_need_refs,ai_context_inference,low,active
DREL-D6025308031DC6EB,derives_from,MBREQ-0006,MBNEED-0004,Requirement.source_need_refs,ai_context_inference,low,active
DREL-EB580E7EF5B84083,derives_from,MBREQ-0007,MBNEED-0005,Requirement.source_need_refs,ai_context_inference,low,active
DREL-87BEACA5DBCEC94D,derives_from,MBREQ-0008,MBNEED-0006,Requirement.source_need_refs,ai_context_inference,low,active
DREL-0BBB6BF144432732,derives_from,OBL-MB-001,NRM-MB-002,Obligation.normative_statement_refs,ai_context_inference,low,active
DREL-3A33245459B6FCED,derives_from,OBL-MB-002,NRM-MB-003,Obligation.normative_statement_refs,ai_context_inference,low,active
DREL-F1DE1A76595A9DCD,derives_from,OBL-MB-003,NRM-MB-004,Obligation.normative_statement_refs,ai_context_inference,low,active
DREL-AC9CA34125334354,derives_from,OBL-MB-004,NRM-MB-005,Obligation.normative_statement_refs,ai_context_inference,low,active
DREL-AC7FF5F59ED6DAC1,derives_from,OBL-MB-005,NRM-MB-006,Obligation.normative_statement_refs,ai_context_inference,low,active
DREL-AB57CDAEE42ED646,derives_from,OBL-MB-006,NRM-MB-007,Obligation.normative_statement_refs,ai_context_inference,low,active
DREL-811CD6F809CA96FB,derives_from,OBL-MB-007,NRM-MB-008,Obligation.normative_statement_refs,ai_context_inference,low,active
DREL-A927251F4FA26AAA,elicits,MBSTK-0001,MBNEED-0001,Need.stakeholder_refs,ai_context_inference,medium,active
DREL-CE8307A21156C650,elicits,MBSTK-0001,MBNEED-0002,Need.stakeholder_refs,ai_context_inference,medium,active
DREL-E759B6B132D48B98,elicits,MBSTK-0002,MBNEED-0003,Need.stakeholder_refs,ai_context_inference,medium,active
DREL-017CE56C393A7F23,elicits,MBSTK-0002,MBNEED-0004,Need.stakeholder_refs,ai_context_inference,medium,active
DREL-4272D063E1074BAD,elicits,MBSTK-0003,MBNEED-0005,Need.stakeholder_refs,ai_context_inference,low,active
DREL-85C3FA63C95B9615,elicits,MBSTK-0004,MBNEED-0006,Need.stakeholder_refs,ai_context_inference,low,active
DREL-E6808853DF953723,performs,MBSTR-0001,MBBEH-0001,Structure.behavior_refs,ai_context_inference,low,active
DREL-0386E5E24D9C3822,performs,MBSTR-0001,MBBEH-0002,Structure.behavior_refs,ai_context_inference,low,active
DREL-E074B0617D8E6707,performs,MBSTR-0001,MBBEH-0003,Structure.behavior_refs,ai_context_inference,low,active
DREL-F64C02ECF1C8208E,performs,MBSTR-0001,MBBEH-0004,Structure.behavior_refs,ai_context_inference,low,active
DREL-98AEE8FCAF3CBC4B,performs,MBSTR-0001,MBBEH-0005,Structure.behavior_refs,ai_context_inference,low,active
DREL-392119CDD1D15CA8,performs,MBSTR_OPS-0001,MBBEH-0006,Structure.behavior_refs,ai_context_inference,low,active
DREL-B2AFD01ED52686BE,performs,MBSTR_OPS-0002,MBBEH-0009,Structure.behavior_refs,ai_context_inference,low,active
DREL-46522EB4DC37AEFE,performs,MBSTR_OPS-0002,MBBEH-0011,Structure.behavior_refs,ai_context_inference,low,active
DREL-9BEBF5A4219D2112,realizes,MBBEH-0001,MBREQ-0001,Behavior.requirement_refs,ai_context_inference,medium,active
DREL-371E9983B75C1F1C,realizes,MBBEH-0002,MBREQ-0002,Behavior.requirement_refs,ai_context_inference,medium,active
DREL-336ED31775D009ED,realizes,MBBEH-0003,MBREQ-0003,Behavior.requirement_refs,ai_context_inference,low,active
DREL-E47AB5C4567A500D,realizes,MBBEH-0004,MBREQ-0004,Behavior.requirement_refs,ai_context_inference,low,active
DREL-32F2AC458E4DB9A3,realizes,MBBEH-0004,MBREQ-0005,Behavior.requirement_refs,ai_context_inference,low,active
DREL-273079D03B09372D,realizes,MBBEH-0005,MBREQ-0006,Behavior.requirement_refs,ai_context_inference,low,active
DREL-3939942AC78BF1ED,realizes,MBBEH-0006,MBREQ-0007,Behavior.requirement_refs,ai_context_inference,low,active
DREL-9FF3B45F41BBF75D,realizes,MBBEH-0009,MBREQ-0009,Behavior.requirement_refs,external_candidate,low,active
DREL-0266654D67231839,realizes,MBBEH-0009,MBREQ-0010,Behavior.requirement_refs,external_candidate,low,active
DREL-789B0CA4A2793E17,realizes,MBBEH-0011,MBREQ-0011,Behavior.requirement_refs,external_candidate,low,active
DREL-C8C7C78206AE2E37,satisfies,MBSTR-0001,MBREQ-0001,Structure.requirement_refs,ai_context_inference,low,active
DREL-65BBC2E8E922D9C9,satisfies,MBSTR-0001,MBREQ-0002,Structure.requirement_refs,ai_context_inference,low,active
DREL-4DFE017259ACD2F4,satisfies,MBSTR-0001,MBREQ-0003,Structure.requirement_refs,ai_context_inference,low,active
DREL-BF18F3B1530F30BC,satisfies,MBSTR-0001,MBREQ-0004,Structure.requirement_refs,ai_context_inference,low,active
DREL-47BEF183119780EC,satisfies,MBSTR-0001,MBREQ-0005,Structure.requirement_refs,ai_context_inference,low,active
DREL-6DAA7B2D4F54AE17,satisfies,MBSTR-0001,MBREQ-0006,Structure.requirement_refs,ai_context_inference,low,active
DREL-C240C762F35B1BC6,satisfies,MBSTR-0001,MBREQ-0008,Structure.requirement_refs,ai_context_inference,low,active
DREL-07F6D0D1AAD8D4D7,satisfies,MBSTR-0002,MBREQ-0006,Structure.requirement_refs,ai_context_inference,low,active
DREL-4F545FC8DF636932,satisfies,MBSTR-0003,MBREQ-0006,Structure.requirement_refs,ai_context_inference,low,active
DREL-74919BA04702804D,satisfies,MBSTR-0004,MBREQ-0006,Structure.requirement_refs,ai_context_inference,low,active
DREL-A807B2FE85022C06,satisfies,MBSTR_OPS-0001,MBREQ-0007,Structure.requirement_refs,ai_context_inference,low,active
DREL-32A31CF2DA0E972D,satisfies,MBSTR_OPS-0002,MBREQ-0009,Structure.requirement_refs,ai_context_inference,low,active
DREL-3A8A692984AF99CB,satisfies,MBSTR_OPS-0002,MBREQ-0010,Structure.requirement_refs,ai_context_inference,low,active
DREL-39EA722AB3B90344,satisfies,MBSTR_OPS-0002,MBREQ-0011,Structure.requirement_refs,ai_context_inference,low,active
DREL-314C3FB6AE060465,traces_to,APP-MB-001,NRM-MB-001,ApplicabilityAssessment.normative_statement_refs,ai_context_inference,low,active
DREL-EAE022B9B7B6976C,traces_to,APP-MB-001,NRM-MB-002,ApplicabilityAssessment.normative_statement_refs,ai_context_inference,low,active
DREL-A204B7135A37A888,traces_to,APP-MB-001,NRM-MB-003,ApplicabilityAssessment.normative_statement_refs,ai_context_inference,low,active
DREL-1FBE1BC674DD7C84,traces_to,APP-MB-001,NRM-MB-004,ApplicabilityAssessment.normative_statement_refs,ai_context_inference,low,active
DREL-26076EB17CA3182C,traces_to,APP-MB-002,NRM-MB-005,ApplicabilityAssessment.normative_statement_refs,ai_context_inference,low,active
DREL-7A9745C30467B512,traces_to,APP-MB-002,NRM-MB-006,ApplicabilityAssessment.normative_statement_refs,ai_context_inference,low,active
DREL-DE5E6E3CDEF85931,traces_to,APP-MB-003,NRM-MB-008,ApplicabilityAssessment.normative_statement_refs,ai_context_inference,low,active
DREL-0ED59B0A69A058C2,traces_to,APP-MB-004,NRM-MB-007,ApplicabilityAssessment.normative_statement_refs,ai_context_inference,low,active
DREL-FFD31FD6CB92FE87,traces_to,ASR-MB-001,AST-MB-001,AssessmentResult.assessment_activity_ref,ai_context_inference,medium,active
DREL-974658D9CA7BB08C,traces_to,ASR-MB-002,AST-MB-002,AssessmentResult.assessment_activity_ref,ai_context_inference,medium,active
DREL-84964FC2BD116538,traces_to,ASR-MB-003,AST-MB-003,AssessmentResult.assessment_activity_ref,ai_context_inference,medium,active
DREL-5F66850103D8ADB9,traces_to,ASR-MB-004,AST-MB-004,AssessmentResult.assessment_activity_ref,ai_context_inference,medium,active
DREL-DAAF3E2D8C7B90CB,traces_to,ASR-MB-005,AST-MB-005,AssessmentResult.assessment_activity_ref,ai_context_inference,medium,active
DREL-C40F70553CD41B58,traces_to,AST-MB-001,EVR-MB-003,AssessmentActivity.planned_evidence_requirement_refs,ai_context_inference,low,active
DREL-8F90160F21E8C3FF,traces_to,AST-MB-001,OBL-MB-001,AssessmentActivity.target_obligation_refs,ai_context_inference,low,active
DREL-AA3409C418C5B481,traces_to,AST-MB-002,EVR-MB-004,AssessmentActivity.planned_evidence_requirement_refs,ai_context_inference,low,active
DREL-65AAF4E6AD74ECAF,traces_to,AST-MB-002,OBL-MB-002,AssessmentActivity.target_obligation_refs,ai_context_inference,low,active
DREL-CF8D210756EA3BCE,traces_to,AST-MB-003,EVR-MB-005,AssessmentActivity.planned_evidence_requirement_refs,ai_context_inference,low,active
DREL-72F120092CC3274C,traces_to,AST-MB-003,OBL-MB-003,AssessmentActivity.target_obligation_refs,ai_context_inference,low,active
DREL-19517ABCB7B335D7,traces_to,AST-MB-004,EVR-MB-006,AssessmentActivity.planned_evidence_requirement_refs,ai_context_inference,low,active
DREL-53C26BE33A7FEB3B,traces_to,AST-MB-004,OBL-MB-004,AssessmentActivity.target_obligation_refs,ai_context_inference,low,active
DREL-F7915F0401DBA71A,traces_to,AST-MB-004,OBL-MB-005,AssessmentActivity.target_obligation_refs,ai_context_inference,low,active
DREL-6DA15B823468FC18,traces_to,AST-MB-004,OBL-MB-006,AssessmentActivity.target_obligation_refs,ai_context_inference,low,active
DREL-389DD5E09749473A,traces_to,AST-MB-005,EVR-MB-007,AssessmentActivity.planned_evidence_requirement_refs,ai_context_inference,low,active
DREL-BBE8F0683E04B1F7,traces_to,AST-MB-005,OBL-MB-007,AssessmentActivity.target_obligation_refs,ai_context_inference,low,active
DREL-9AEF3C1680371522,traces_to,EPR-MB-001,ASSURE-MB-TECH-CRITERIA-SELECTION,EngineeringProjection.target_refs,ai_context_inference,low,active
DREL-34118616E160766E,traces_to,EPR-MB-002,EVR-MB-003,EngineeringProjection.target_refs,ai_context_inference,low,active
DREL-DE93B38E3C75BB02,traces_to,EPR-MB-003,PROC-MB-PSE-INSPECTION,EngineeringProjection.target_refs,ai_context_inference,low,active
DREL-600507E97EABB750,traces_to,EPR-MB-004,EVR-MB-004,EngineeringProjection.target_refs,ai_context_inference,low,active
DREL-01508C953545AD67,traces_to,EPR-MB-005,DOC-MB-PSE-MARKING,EngineeringProjection.target_refs,ai_context_inference,low,active
DREL-A77E6FDF6B738A4A,traces_to,EPR-MB-006,MBREQ-0008,EngineeringProjection.target_refs,ai_context_inference,low,active
DREL-202568641BDC8F3E,traces_to,EPR-MB-007,EVR-MB-005,EngineeringProjection.target_refs,ai_context_inference,low,active
DREL-C48A3F31E34F0ADC,traces_to,EPR-MB-008A,DOC-MB-AIR-QUANTITY-CAPACITY,EngineeringProjection.target_refs,ai_context_inference,low,active
DREL-F41AF74A41211FCB,traces_to,EPR-MB-008B,DOC-MB-AIR-CHARGING-PROHIBITION,EngineeringProjection.target_refs,ai_context_inference,low,active
DREL-966C6C7C1F4A861F,traces_to,EPR-MB-008C,DOC-MB-AIR-POWERING-AVOIDANCE,EngineeringProjection.target_refs,ai_context_inference,low,active
DREL-F153220CE6D5213F,traces_to,EPR-MB-009,EVR-MB-006,EngineeringProjection.target_refs,ai_context_inference,low,active
DREL-B3562122438BB66B,traces_to,EPR-MB-009A,MBREQ-0009,EngineeringProjection.target_refs,ai_context_inference,low,active
DREL-B177221A9D2BD5B0,traces_to,EPR-MB-009B,MBREQ-0010,EngineeringProjection.target_refs,ai_context_inference,low,active
DREL-EFD63696EA91ADEB,traces_to,EPR-MB-009C,MBREQ-0011,EngineeringProjection.target_refs,ai_context_inference,low,active
DREL-1BACC333DAE07947,traces_to,EPR-MB-010,SUP-MB-UN38-TEST-SUMMARY,EngineeringProjection.target_refs,ai_context_inference,low,active
DREL-F11AF9A14251480F,traces_to,EPR-MB-011,EVR-MB-007,EngineeringProjection.target_refs,ai_context_inference,low,active
DREL-927FC5C74A676C54,traces_to,EVR-MB-001,MBREQ-0001,EvidenceRequirement.target_refs,ai_context_inference,medium,active
DREL-B18488874BCAAED5,traces_to,EVR-MB-001,MBREQ-0002,EvidenceRequirement.target_refs,ai_context_inference,medium,active
DREL-CF69122E3E215E72,traces_to,EVR-MB-002,MBREQ-0007,EvidenceRequirement.target_refs,ai_context_inference,low,active
DREL-50BC2110D4AD6800,traces_to,EVR-MB-003,MBREQ-0003,EvidenceRequirement.target_refs,ai_context_inference,low,active
DREL-8F667A123C59D08F,traces_to,EVR-MB-003,MBREQ-0004,EvidenceRequirement.target_refs,ai_context_inference,low,active
DREL-725050DF72C8A80A,traces_to,EVR-MB-003,MBREQ-0005,EvidenceRequirement.target_refs,ai_context_inference,low,active
DREL-3FC53AAC80F426F9,traces_to,EVR-MB-003,MBREQ-0006,EvidenceRequirement.target_refs,ai_context_inference,low,active
DREL-CD6B316F5997B95B,traces_to,EVR-MB-003,OBL-MB-001,EvidenceRequirement.target_refs,ai_context_inference,low,active
DREL-A248E989CB012C7B,traces_to,EVR-MB-004,OBL-MB-002,EvidenceRequirement.target_refs,ai_context_inference,low,active
DREL-1C8AECA8FF0CC903,traces_to,EVR-MB-004,PROC-MB-PSE-INSPECTION,EvidenceRequirement.target_refs,ai_context_inference,low,active
DREL-AD033A9B865F2A99,traces_to,EVR-MB-005,DOC-MB-PSE-MARKING,EvidenceRequirement.target_refs,ai_context_inference,low,active
DREL-892CC2AA424E3FFA,traces_to,EVR-MB-005,MBREQ-0008,EvidenceRequirement.target_refs,ai_context_inference,low,active
DREL-75FC8855B6FC0701,traces_to,EVR-MB-005,OBL-MB-003,EvidenceRequirement.target_refs,ai_context_inference,low,active
DREL-89482C123B0533BD,traces_to,EVR-MB-006,DOC-MB-AIR-CHARGING-PROHIBITION,EvidenceRequirement.target_refs,ai_context_inference,low,active
DREL-3078686A2BB81EC0,traces_to,EVR-MB-006,DOC-MB-AIR-POWERING-AVOIDANCE,EvidenceRequirement.target_refs,ai_context_inference,low,active
DREL-FE39E15E55585E5E,traces_to,EVR-MB-006,DOC-MB-AIR-QUANTITY-CAPACITY,EvidenceRequirement.target_refs,ai_context_inference,low,active
DREL-D80D12E609E4D588,traces_to,EVR-MB-006,MBREQ-0009,EvidenceRequirement.target_refs,ai_context_inference,low,active
DREL-CFBA604165DDB68D,traces_to,EVR-MB-006,MBREQ-0010,EvidenceRequirement.target_refs,ai_context_inference,low,active
DREL-E4733C6B9978A0E0,traces_to,EVR-MB-006,MBREQ-0011,EvidenceRequirement.target_refs,ai_context_inference,low,active
DREL-91AA7CD165DB0998,traces_to,EVR-MB-006,OBL-MB-004,EvidenceRequirement.target_refs,ai_context_inference,low,active
DREL-B90FAD6913D88F78,traces_to,EVR-MB-006,OBL-MB-005,EvidenceRequirement.target_refs,ai_context_inference,low,active
DREL-0FB84289BB9AE532,traces_to,EVR-MB-006,OBL-MB-006,EvidenceRequirement.target_refs,ai_context_inference,low,active
DREL-376A02E3C16FB214,traces_to,EVR-MB-007,OBL-MB-007,EvidenceRequirement.target_refs,ai_context_inference,low,active
DREL-251C8396962CE3AE,traces_to,EVR-MB-007,SUP-MB-UN38-TEST-SUMMARY,EvidenceRequirement.target_refs,ai_context_inference,low,active
DREL-037EC325E91B9BED,traces_to,NRM-MB-001,PRV-MB-001,NormativeStatement.provision_refs,external_candidate,medium,active
DREL-0F9E91E0EE1AFFF1,traces_to,NRM-MB-002,PRV-MB-002,NormativeStatement.provision_refs,external_candidate,medium,active
DREL-87F97982696E1229,traces_to,NRM-MB-003,PRV-MB-003,NormativeStatement.provision_refs,external_candidate,medium,active
DREL-51D4203A676501A5,traces_to,NRM-MB-004,PRV-MB-004,NormativeStatement.provision_refs,external_candidate,medium,active
DREL-C870E62DFC876DF5,traces_to,NRM-MB-005,PRV-MB-005,NormativeStatement.provision_refs,external_candidate,medium,active
DREL-B4825140BA52C103,traces_to,NRM-MB-006,PRV-MB-006,NormativeStatement.provision_refs,external_candidate,medium,active
DREL-9485AA81E7DC6D83,traces_to,NRM-MB-007,PRV-MB-007,NormativeStatement.provision_refs,external_candidate,medium,active
DREL-2D1C39B4F549FE75,traces_to,NRM-MB-008,PRV-MB-008,NormativeStatement.provision_refs,external_candidate,low,active
DREL-8B9802223B4CA326,traces_to,NRM-MB-008,PRV-MB-009,NormativeStatement.provision_refs,external_candidate,low,active
DREL-E1268743371C6E98,traces_to,OBL-MB-001,APP-MB-001,Obligation.applicability_refs,ai_context_inference,low,active
DREL-533829C403496CC0,traces_to,OBL-MB-002,APP-MB-001,Obligation.applicability_refs,ai_context_inference,low,active
DREL-2F20D21C8EC2C10E,traces_to,OBL-MB-003,APP-MB-001,Obligation.applicability_refs,ai_context_inference,low,active
DREL-0E1B5329699CD100,traces_to,OBL-MB-004,APP-MB-002,Obligation.applicability_refs,ai_context_inference,low,active
DREL-DE284E462B73B85B,traces_to,OBL-MB-005,APP-MB-002,Obligation.applicability_refs,ai_context_inference,low,active
DREL-F9EAC0696564BE7D,traces_to,OBL-MB-006,APP-MB-004,Obligation.applicability_refs,ai_context_inference,low,active
DREL-AB291E5350D35030,traces_to,OBL-MB-007,APP-MB-003,Obligation.applicability_refs,ai_context_inference,low,active
DREL-8AA70B8829F6525D,traces_to,PRV-MB-001,SRC-MB-001,Provision.source_ref,ai_context_inference,medium,active
DREL-18D6B2FD38BBC654,traces_to,PRV-MB-002,SRC-MB-002,Provision.source_ref,ai_context_inference,medium,active
DREL-3FA927D9C6C2A0EF,traces_to,PRV-MB-003,SRC-MB-002,Provision.source_ref,ai_context_inference,medium,active
DREL-4576C26F1574CE0C,traces_to,PRV-MB-004,SRC-MB-002,Provision.source_ref,ai_context_inference,medium,active
DREL-CB7A546392954638,traces_to,PRV-MB-005,SRC-MB-007,Provision.source_ref,ai_context_inference,medium,active
DREL-9EB985C7416F1ED7,traces_to,PRV-MB-006,SRC-MB-007,Provision.source_ref,ai_context_inference,medium,active
DREL-D465AC17F9721019,traces_to,PRV-MB-007,SRC-MB-008,Provision.source_ref,ai_context_inference,medium,active
DREL-8CDEF4B81307EF17,traces_to,PRV-MB-008,SRC-MB-004,Provision.source_ref,ai_context_inference,medium,active
DREL-DF8CD238A75D9C67,traces_to,PRV-MB-009,SRC-MB-006,Provision.source_ref,ai_context_inference,medium,active
DREL-451FB9282B2A2B3D,traces_to,SRC-MB-001,AUTH-MB-001,Source.authority_refs,ai_context_inference,medium,active
DREL-BCD6160DADA0E14D,traces_to,SRC-MB-002,AUTH-MB-001,Source.authority_refs,ai_context_inference,medium,active
DREL-1EB29071166718FD,traces_to,SRC-MB-003,AUTH-MB-002,Source.authority_refs,ai_context_inference,medium,active
DREL-2861062C1BAF3D14,traces_to,SRC-MB-004,AUTH-MB-003,Source.authority_refs,ai_context_inference,medium,active
DREL-A8DFB45C76A92DD2,traces_to,SRC-MB-005,AUTH-MB-002,Source.authority_refs,ai_context_inference,medium,active
DREL-73961537C0434EF2,traces_to,SRC-MB-006,AUTH-MB-003,Source.authority_refs,ai_context_inference,medium,active
DREL-8C0A62576D4FA30A,traces_to,SRC-MB-007,AUTH-MB-002,Source.authority_refs,ai_context_inference,medium,active
DREL-7346C29541FE62FB,traces_to,SRC-MB-008,AUTH-MB-002,Source.authority_refs,ai_context_inference,medium,active
DREL-0594468E3697FC08,validated_by,MBNEED-0001,VAL_MB-0001,Need.validation_case_refs,ai_context_inference,medium,active
DREL-79193BBC97C94C6A,validated_by,MBNEED-0002,VAL_MB-0002,Need.validation_case_refs,ai_context_inference,medium,active
DREL-BFAFE244452FDED4,validated_by,MBNEED-0003,VAL_MB-0003,Need.validation_case_refs,ai_context_inference,medium,active
DREL-909137710931D2CA,validated_by,MBNEED-0004,VAL_MB-0004,Need.validation_case_refs,ai_context_inference,medium,active
DREL-8742CF5861E3423B,validated_by,MBNEED-0005,VAL_MB-0005,Need.validation_case_refs,ai_context_inference,low,active
DREL-11892C70D841065D,validated_by,MBNEED-0006,VAL_MB-0006,Need.validation_case_refs,ai_context_inference,low,active
DREL-E0BAD3F2F1094D18,validates,VAL_MB-0001,MBNEED-0001,ValidationCase.target_need_refs,ai_context_inference,low,active
DREL-5EE24FE09BF7F244,validates,VAL_MB-0002,MBNEED-0002,ValidationCase.target_need_refs,ai_context_inference,low,active
DREL-B4DB61EED7EBD9F2,validates,VAL_MB-0003,MBNEED-0003,ValidationCase.target_need_refs,ai_context_inference,low,active
DREL-94C80CA927754812,validates,VAL_MB-0004,MBNEED-0004,ValidationCase.target_need_refs,ai_context_inference,low,active
DREL-8113F2BEE7FE2EB5,validates,VAL_MB-0005,MBNEED-0005,ValidationCase.target_need_refs,ai_context_inference,low,active
DREL-7C0D5C7B3E859DE9,validates,VAL_MB-0006,MBNEED-0006,ValidationCase.target_need_refs,ai_context_inference,low,active
DREL-FA46F321F0EF6DB9,verifies,MBVER-0001,MBREQ-0001,VerificationCase.target_requirement_refs,ai_context_inference,medium,active
DREL-903B89D1CBA657EA,verifies,MBVER-0002,MBREQ-0002,VerificationCase.target_requirement_refs,ai_context_inference,medium,active
DREL-34A1198B8749660E,verifies,MBVER-0003,MBREQ-0003,VerificationCase.target_requirement_refs,ai_context_inference,low,active
DREL-88B5EB520E51D85F,verifies,MBVER-0004,MBREQ-0004,VerificationCase.target_requirement_refs,ai_context_inference,low,active
DREL-AEA14B1B6B936900,verifies,MBVER-0005,MBREQ-0005,VerificationCase.target_requirement_refs,ai_context_inference,low,active
DREL-00ADB0FF83B40B93,verifies,MBVER-0006,MBREQ-0006,VerificationCase.target_requirement_refs,ai_context_inference,low,active
DREL-B23A7D2525DB15DB,verifies,MBVER-0007,MBREQ-0007,VerificationCase.target_requirement_refs,ai_context_inference,low,active
DREL-2C9DBB783F23CB8B,verifies,MBVER-0008,MBREQ-0008,VerificationCase.target_requirement_refs,ai_context_inference,low,active
DREL-23537200873659B8,verifies,MBVER-0009,MBREQ-0009,VerificationCase.target_requirement_refs,ai_context_inference,low,active
DREL-D1DC961E6D2A44F8,verifies,MBVER-0010,MBREQ-0010,VerificationCase.target_requirement_refs,ai_context_inference,low,active
DREL-48B233A5649E0865,verifies,MBVER-0011,MBREQ-0011,VerificationCase.target_requirement_refs,ai_context_inference,low,active
